Material_Name,Curie_Temperature_K,Neel_Temperature_K,Curie_Weiss_Constant,Crystal_Structure,Lattice_Structure,Lattice_Parameters,Space_Group,Coercivity_Oe,Magnetic_Moment_μB_R,Saturation_Magnetization_emu_g,Remanent_Magnetization_emu_g,Magnetic_Susceptibility,DOI,Experimental
Gd0.5Y0.5CrO3,,,-40,,,,,,6.46 μB,,,,10.1016/j.jmmm.2018.04.052,TRUE
Gd0.3Y0.7CrO3,,,-45,,,,,,4.94 μB,,,,10.1016/j.jmmm.2018.04.052,TRUE
YCrO3,,142.0,-465,,,"{'a': '5.2428', 'b': '5.5208', 'c': '7.5340'}",,,4.60 μB,,,,10.1016/j.jmmm.2018.04.052,TRUE
La0.9Bi0.1MnO3,120.0,,,,,,,,,,,,10.1016/j.jmmm.2004.11.293,TRUE
La0.6Bi0.4MnO3,115.0,,,-,,,,,,24,,,10.1016/j.jmmm.2004.11.293,TRUE
Ni40.5Co14.1Mn31.6Ti13.8,342.0,,,52,,,,,,,,,10.1016/j.jmmm.2019.03.119,TRUE
Ni39.3Co16.1Mn32.1Ti12.5,225.0,,,52,,,,,,,,,10.1016/j.jmmm.2019.03.119,TRUE
Tb0.2Dy0.5Gd0.3Co2,270.0,,,,,,-3,,,,,,10.1016/j.jmmm.2017.11.016,TRUE
Tb0.2Dy0.4Gd0.4Co2,285.0,,,,,,-3,,,,,,10.1016/j.jmmm.2017.11.016,TRUE
Tb0.2Dy0.3Gd0.5Co2,315.0,,,,,,-3,,,,,,10.1016/j.jmmm.2017.11.016,TRUE
Tb0.2Dy0.4Gd0.4Co1.9Al0.1,285.0,,,,,,-3,,,,,,10.1016/j.jmmm.2017.11.016,TRUE
Tb0.2Dy0.3Gd0.5Co1.9Al0.1,315.0,,,,,,-3,,,,,,10.1016/j.jmmm.2017.11.016,TRUE
Ni0.98Mn0.02O,653.0,,,,,{'a': '4.1817'},-3,155,,2.433,0.595,,10.1016/j.jmmm.2015.08.082,TRUE
NiO,,523.0,,,,{'a': '4.1836'},-3,109,,0.180,0.003,,10.1016/j.jmmm.2015.08.082,TRUE
Fe58Y42,210.0,,,,,,,,,,,,10.1016/j.jmmm.2007.12.009,TRUE
Fe48Y52,100.0,,,,,,,,,,,,10.1016/j.jmmm.2007.12.009,TRUE
Fe42Y58,66.0,,,,,,,,,,,,10.1016/j.jmmm.2007.12.009,TRUE
Dy0.5Eu1.5Ti2O7,,,-0.074,,,,-3,,5.21 μB,,,,10.1016/j.jmmm.2020.167364,TRUE
Dy0.2Eu1.8Ti2O7,,,-0.0826,,,,-3,,3.088 μB,,,,10.1016/j.jmmm.2020.167364,TRUE
Dy0.1Eu1.9Ti2O7,,,-0.099,,,,-3,,2.13 μB,,,,10.1016/j.jmmm.2020.167364,TRUE
Eu2Ti2O7,,,-1.35,,,,-3,,0.679 μB,,,,10.1016/j.jmmm.2020.167364,TRUE
Li0.39Zn0.2Ni0.02Fe2.39O4,857.15,,,,,{'a': '8.437'},,,,94,,,10.1016/j.jmmm.2009.04.011,TRUE
Li0.38Zn0.2Ni0.04Fe2.38O4,846.15,,,,,{'a': '8.493'},,,,80,,,10.1016/j.jmmm.2009.04.011,TRUE
Li0.37Zn0.2Ni0.06Fe2.37O4,844.15,,,,,{'a': '8.457'},,,,102,,,10.1016/j.jmmm.2009.04.011,TRUE
Li0.36Zn0.2Ni0.08Fe2.36O4,839.15,,,,,{'a': '8.414'},,,,78,,,10.1016/j.jmmm.2009.04.011,TRUE
Li0.35Zn0.2Ni0.1Fe2.35O4,836.15,,,,,{'a': '8.407'},,,,79,,,10.1016/j.jmmm.2009.04.011,TRUE
BaFe12O19,770.15,,,,,,,2.95,,54.4,33.3,,10.1016/j.jmmm.2017.05.087,TRUE
BaFe10Al2O19,710.15,,,,,,,3.68,,31.3,22.3,,10.1016/j.jmmm.2017.05.087,TRUE
Gd,239.0,,,,,,,,7.69 μB,,,,10.1016/j.jmmm.2020.166882,FALSE
HoMn6Sn5.86Ga0.14,386.0,,,66-,,"{'a': '5.513', 'c': '8.997'}",,0.2,,3.2..,,,10.1016/S0304-8853(03)00550-X,TRUE
HoMn6Sn5.72Ga0.28,394.0,,,66-,,"{'a': '5.503', 'c': '8.980'}",,0.2,,3.5..,,,10.1016/S0304-8853(03)00550-X,TRUE
HoMn6Sn5.55Ga0.45,393.0,,,66-,,"{'a': '5.498', 'c': '8.970'}",,0.2,,3.2..,,,10.1016/S0304-8853(03)00550-X,TRUE
HoMn6Sn5.43Ga0.57,387.0,,,66-,,"{'a': '5.496', 'c': '8.963'}",,1.2,,3.2..,,,10.1016/S0304-8853(03)00550-X,TRUE
HoMn6Sn4.89Ga1.11,363.0,,,66-,,"{'a': '5.465', 'c': '8.912'}",,0.8,,3.4..,,,10.1016/S0304-8853(03)00550-X,TRUE
HoMn6Sn4.11Ga1.89,308.0,,,66-,,"{'a': '5.438', 'c': '8.876'}",,1.1,,2.9..,,,10.1016/S0304-8853(03)00550-X,TRUE
La0.7Ca0.3MnO3,205.0,,,,,"{'a': '5.476', 'b': '7.761', 'c': '5.472'}",,,,,,,10.1016/j.jmmm.2014.12.047,TRUE
La0.68Ca0.22Ba0.1MnO3,225.0,,,,,"{'a': '5.475', 'b': '7.767', 'c': '5.471'}",,,,,,,10.1016/j.jmmm.2014.12.047,TRUE
La0.69Ca0.12Ba0.19MnO3,245.0,,,,,"{'a': '5.478', 'b': '7.771', 'c': '5.473'}",,,,,,,10.1016/j.jmmm.2014.12.047,TRUE
YFe7Mn5,150.0,,,12-,,,,,,,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe7.4Mn4.6,197.0,,,12-,,,,,,,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe7.8Mn4.2,225.0,,,12-,,,,,,32.69,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe8Mn4,226.0,,,12-,,,,,,38.55,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe8.4Mn3.6,240.0,,,12-,,,,,,41.76,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe8.6Mn3.4,272.0,,,12-,,,,,,49.92,,,10.1016/j.jmmm.2011.11.018,TRUE
YFe8.8Mn3.2,290.0,,,12-,,,,,,51.54,,,10.1016/j.jmmm.2011.11.018,TRUE
Co90Cr10,1369.5,,,-,,,,12.5,,1.171442,,,10.1016/j.jmmm.2013.10.042,TRUE
Sr0.8La0.2Co0.2Fe11.8O19,704.0,,,,,"{'a': '5.876', 'c': '23.030'}",,6398.8,,65.67,37.05,,10.1016/j.jmmm.2018.08.043,TRUE
Sr0.8La0.2Co0.2Fe11.6Al0.2O19,707.0,,,,,"{'a': '5.874', 'c': '23.018'}",,7123.7,,61.78,35.18,,10.1016/j.jmmm.2018.08.043,TRUE
Fe61Pt39,570.0,,,10,,,,,,,,,10.1016/j.jmmm.2009.02.126,TRUE
Fe62Pt38,460.0,,,10,,,,,,,,,10.1016/j.jmmm.2009.02.126,TRUE
Fe68V32,334.0,,,-,,,,,"{'A': '0.61 μB', 'B': '0.52 μB', 'C': '1.28 μB', 'D': '0.87 μB', 'E': '0.97 μB', 'Average': '0.94 μB'}",,,,10.1016/j.jmmm.2020.166567,TRUE
Fe65.6V34.4,315.3,,,-,,,,,,,,,10.1016/j.jmmm.2020.166567,FALSE
CoMnGe,345.0,,,,,,,,"μMn ∼ 2.9 μB, μCo ∼ 0.9 μB",,,,10.1016/j.jmmm.2008.03.003,TRUE
CoMnGe,283.0,,,,,,63,,,,,,10.1016/j.jmmm.2008.03.003,TRUE
CoMnSn,145.0,,,,,,63,,,,,,10.1016/j.jmmm.2008.03.003,TRUE
Cu50Ni50,574.15,,,-,,{'a': '0.3625 nm'},,212.12,,15.30,2.78,,10.1016/j.jmmm.2006.07.011,TRUE
Cu50Ni25Fe25,744.15,,,-,,{'a': '0.361 nm'},,136.36,,42.94,8.38,,10.1016/j.jmmm.2006.07.011,TRUE
Ni48Co4Mn36Sn9Fe3,350.0,,,4,,,,,,,,,10.1016/j.jmmm.2020.167540,TRUE
Ni48Co4Mn35Sn9Fe4,350.0,,,214,,,,,,4.6,,,10.1016/j.jmmm.2020.167540,TRUE
Ni48Co4Mn34Sn9Fe5,350.0,,,21,,,,,,2.6,,,10.1016/j.jmmm.2020.167540,TRUE
Bi0.95Tb0.05FeO3,,643.0,,,3,"{'a': '5.5701', 'c': '13.8268'}",3,,0.15 μB,,,,10.1016/j.jmmm.2022.169947,TRUE
Bi0.90Tb0.10FeO3,,643.0,,,3,"{'a': '5.5641', 'b': '7.859', 'c': '13.7984'}",3,,0.2 μB,,,,10.1016/j.jmmm.2022.169947,TRUE
Bi0.85Tb0.15FeO3,,643.0,,,3,"{'a': '5.5620', 'b': '7.797', 'c': '13.7978'}",3,,0.5 μB,,,,10.1016/j.jmmm.2022.169947,TRUE
Bi0.80Tb0.20FeO3,,643.0,,,3,"{'a': '5.5562', 'b': '7.7766', 'c': '13.7824'}",3,,0.7 μB,,,,10.1016/j.jmmm.2022.169947,TRUE
Zn0.98Mn0.02O,300.0,,,,,{'a': '3.31'},,50,4.8 μB/Mn,,,,10.1016/j.jmmm.2005.05.039,TRUE
Zn0.95Mn0.05O,300.0,,,,,{'a': '3.31'},,50,4.8 μB/Mn,,,,10.1016/j.jmmm.2005.05.039,TRUE
Zn0.94Mn0.06O,300.0,,,,,{'a': '3.31'},,50,2.2 μB/Mn,,,,10.1016/j.jmmm.2005.05.039,TRUE
Sn0.95Eu0.05Te,,10.0,-0.20,-,,,,,,,,,10.1016/S0304-8853(02)00145-2,TRUE
Sn0.97Eu0.03Te,,10.0,-0.67,-,,,,,,,,,10.1016/S0304-8853(02)00145-2,TRUE
Mn2CoAl,745.0,,,2,,{'a': '5.854'},216,,2.00 μB/f.u.,1.93..,,,10.1016/j.jmmm.2018.11.115,TRUE
Mn2Co0.9V0.1Al,712.0,,,2,,,216,,1.61 μB/f.u.,1.58..,,,10.1016/j.jmmm.2018.11.115,TRUE
Mn2Co0.7V0.3Al,699.0,,,2,,,216,,0.81 μB/f.u.,0.86..,,,10.1016/j.jmmm.2018.11.115,TRUE
Mn2Co0.5V0.5Al,671.0,,,2,,{'a': '5.879'},216,,0.02 μB/f.u.,0.29..,,,10.1016/j.jmmm.2018.11.115,TRUE
La0.9Ca0.1CoO3,,,-29,,,"{'a': '5.44266', 'c': '13.10672'}",-3,,,,,,10.1016/j.jmmm.2004.08.018,TRUE
La0.85Ca0.15CoO3,,,33,,,"{'a': '5.44198', 'c': '13.09317'}",-3,,,,,,10.1016/j.jmmm.2004.08.018,TRUE
La0.8Ca0.2CoO3,,,45-50,,,"{'a': '5.44067', 'c': '13.09517'}",-3,,,,,,10.1016/j.jmmm.2004.08.018,TRUE
La0.98Ca0.02Mn0.9Cu0.1O3,168.63,,187.16,,,,,,5.45 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
La0.95Ca0.05Mn0.9Cu0.1O3,164.13,,183.60,,,,,,5.25 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
La0.9Ca0.1Mn0.9Cu0.1O3,152.73,,180.13,,,,,,6.09 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
La0.8Ca0.2Mn0.9Cu0.1O3,138.67,,179.14,,,,,,6.65 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
La0.7Ca0.3Mn0.9Cu0.1O3,120.62,,182.49,,,,,,6.65 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
La0.6Ca0.4Mn0.9Cu0.1O3,100.65,,172.06,,,,,,6.02 μB,,,,10.1016/j.jmmm.2019.165611,TRUE
IrMn/Co,,690.15,,,,,,..8820052300,,,,,10.1016/j.jmmm.2011.05.005,TRUE
IrMn/Cu/Co,,690.15,,,,,,..8820052300,,,,,10.1016/j.jmmm.2011.05.005,TRUE
La2/3Ca1/3MnO3,257.0,,,,,,,,,,,,10.1016/j.jmmm.2015.04.102,FALSE
In2S3:Sm3+ (0.34 at.%),300.0,,,,,,,84.29,,0.0089,0.0013,,10.1016/j.jmmm.2020.166618,TRUE
In2S3:Sm3+ (1.13 at.%),300.0,,,,,,,92.63,,0.0127,0.0019,,10.1016/j.jmmm.2020.166618,TRUE
In2S3:Sm3+ (1.68 at.%),300.0,,,,,,,99.59,,0.0149,0.0022,,10.1016/j.jmmm.2020.166618,TRUE
In2S3:Sm3+ (1.87 at.%),300.0,,,,,,,88.18,,0.0111,0.0016,,10.1016/j.jmmm.2020.166618,TRUE
Co5/3Nb1/3BO4,,27.0,-8.9,,,"{'a': '9.3336', 'b': '9.4039', 'c': '3.1793'}",,1,1.27 μB/f.u.,,0.47..,1.610-3,10.1016/j.jmmm.2021.168056,TRUE
CoNi/Pt,523.15,,,,,,,100,,,,,10.1016/j.jmmm.2004.10.083,TRUE
La2/3Ba1/3MnO3,340.0,,,,,,,,,,,,10.1016/j.jmmm.2022.170030,FALSE
Co/CoO,,150.0,,,,,,,,,,,10.1016/j.jmmm.2020.166707,TRUE
NiO-Al (40%),650.0,,,,,,,54,,24,,,10.1016/j.jmmm.2016.01.057,TRUE
Cu2+ doped ZnO,300.0,,,,,"{'a': '0.3252 nm', 'c': '0.5271 nm'}",,102.9,,27.210-4,2.5910-4,,10.1016/j.jmmm.2013.11.038,TRUE
Nd2Fe14B (0.5 wt% Ga),585.0,,,,,,,19.4,,,13.70,,10.1016/j.jmmm.2022.169242,TRUE
(Ca1−xLax)2RuO4 (x=0.005),125.0,,,24,,,,,,,,,10.1016/S0304-8853(00)00641-7,TRUE
Fe57.8-Sm1-Si4.9-Cr10-Mn26-B0.2,657.15,,,,,,,,,88,,,10.1016/j.jmmm.2006.02.140,TRUE
Fe58.5-Sm0.1-Si5.2-Cr10-Mn26-B0.2,568.15,,,,,,,,,,,,10.1016/j.jmmm.2006.02.140,TRUE
Fe (with 8-10% Si),300.0,,,,,,,202,2.0 μB,,-,,10.1016/S0304-8853(01)00128-7,TRUE
Co:TiO2,400.0,,,,,,,117,"{'value': '1.135', 'unit': 'μB/Co'}",,,,10.1016/S0304-8853(03)00492-X,TRUE
SiO2/Co/CoO,,293.0,,...,,,,,,,,,10.1016/j.jmmm.2017.04.095,TRUE
Co/CoO,,293.0,,...,,,,,,,,,10.1016/j.jmmm.2017.04.095,TRUE
ZnO:Dy (5%),,,-98.2,,,,63,,10.1 μB,,,,10.1016/j.jmmm.2015.03.010,TRUE
ZnO:Dy (6%),,,-81.6,,,,63,,10.5 μB,,,,10.1016/j.jmmm.2015.03.010,TRUE
ZnO:Dy (7%),,,-65.1,,,,63,,10.6 μB,,,,10.1016/j.jmmm.2015.03.010,TRUE
ZnO:Dy (8%),,,-46.6,,,,63,,10.7 μB,,,,10.1016/j.jmmm.2015.03.010,TRUE
ZnO:Dy (10%),,,-33.9,,,,63,,10.7 μB,,,,10.1016/j.jmmm.2015.03.010,TRUE
La0.67Ba0.33MnO3/ZrO2(Y2O3),290.0,,,,,,,,,,,,10.1016/j.jmmm.2017.10.006,TRUE
La0.67Ba0.33MnO3/SrTiO3,300.0,,,,,,,,,,,,10.1016/j.jmmm.2017.10.006,TRUE
GaAs:Mn (0.02 at.%),320.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.030,TRUE
GaAs:Mn (0.04 at.%),320.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.030,TRUE
GaAs:Mn (0.10 at.%),320.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.030,TRUE
GaAs:Mn (0.20 at.%),320.0,,,,,,,,,,,,10.1016/j.jmmm.2018.12.030,TRUE
Ga0.93Mn0.07As/SiO2,90.0,,,,,,,,,,,,10.1016/j.jmmm.2015.07.090,TRUE
La4/3Sr5/3Mn2O7,110.0,,,--,,,,,,,,,10.1016/j.jmmm.2006.06.025,TRUE
La1/3Nd1/3Ba1/3MnO3,246.0,,,,,,,,,,,,10.1016/S0304-8853(01)00621-7,TRUE
MnAs/GaAs(111),353.15,,,--,,,,,,,,,10.1016/j.jmmm.2004.09.106,TRUE
MnAs/GaAs(001),318.15,,,--,,,,1000350,,,,,10.1016/j.jmmm.2004.09.106,TRUE
β-Ni(OH)2,33.0,,,,,,,,2.94 μB,,,,10.1016/j.jmmm.2014.07.008,TRUE
La2/3Ca1/3MnO3,265.0,,,,-,{'a': '0.3865 nm'},,,,,,,10.1016/j.jmmm.2004.11.574,TRUE
NiFe/NiMn,755.0,1073.0,,,,,,,,,,,10.1016/j.jmmm.2014.07.021,TRUE
InN:Cr,300.0,,,,,,,,1.3 μB per Cr atom,,,,10.1016/j.jmmm.2005.10.022,TRUE
GaAs:Mn,110.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
GaN:Mn,300.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
GaN:Cr,300.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
AlN:Cr,300.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
TiO:Co,300.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
ZnO:Co,300.0,,,,,,,,,,,,10.1016/j.jmmm.2005.10.022,FALSE
Fe-6.5wt%Si,949.15,,,22,,{'a': '2.8480'},,150-45850,,17.5,,,10.1016/j.jmmm.2009.04.052,TRUE
Fe75-Si10-B15,643.15,,,,,,,,,,,,10.1016/S0304-8853(02)00503-6,TRUE
Co75-Si10-B15,868.15,,,,,,,,,,,,10.1016/S0304-8853(02)00503-6,TRUE
Ni45Cr5Mn37In13-1%,325.0,,,,,{'a': '5.94'},,,,,,,10.1016/j.jmmm.2019.02.086,TRUE
"Fe2MnSi (Yoon and Booth, 1974)",214.0,,,,,,,,,,,,10.1016/j.jmmm.2018.11.113,FALSE
La2/3Ba1/3MnO3,337.0,,,,,{'a': '3.892'},,50,,88.7100,,,10.1016/S0304-8853(02)01479-8,TRUE
La2/3Ba1/3MnO2.90,268.0,,,,,{'a': '3.909'},,50,,78.4100,,,10.1016/S0304-8853(02)01479-8,TRUE
CoPd/Pd,383.15,,,,,,,1.4,,200,,,10.1016/j.jmmm.2019.165749,TRUE
CoPd/Pd,383.15,,,,,,,,,,,,10.1016/j.jmmm.2019.165749,TRUE
Mn-Bi,720.0,,,-,,,,,3.9 μB,,,,10.1016/j.jmmm.2019.165654,TRUE
NiCo2O4/(Co0.65Ni0.35)O,,,232,-,,,,,,,,,10.1016/j.jmmm.2023.170366,TRUE
Co3Gd4/Co7Gd12,195.0,,,,,,,0.015,,,9.52,,10.1016/j.jmmm.2022.169505,TRUE
CoFe2O4-Ag35,480.0,,,,,{'a': '8.36216'},3,17,,37,21,,10.1016/j.jmmm.2019.165940,TRUE
Ba4CoPt2O9+Δ,,,-3.8,,,"{'a': '10.0713', 'b': '10.0713', 'c': '2.7858'}",-3000,,,,,,10.1016/j.jmmm.2020.166877,TRUE
α-CoV2O6,,14.0,,,,,,,,,,,10.1016/j.jmmm.2020.166877,FALSE
Mn/SnO2,400.0,,,,,,,,,,,,10.1016/j.jmmm.2007.02.091,TRUE
[Pt(0.7 nm)/Co(0.4 nm)]3,585.7,,,,,,,,,,,,10.1016/j.jmmm.2022.169441,TRUE
Ge:Mn,116.0,,,,,,,,,,,,10.1016/j.jmmm.2008.11.026,TRUE
Si:Mn,400.0,,,,,,,,,,,,10.1016/j.jmmm.2008.11.026,TRUE
Si:Fe,250.0,,,,,,,,,,,,10.1016/j.jmmm.2008.11.026,TRUE
"Ge:(Mn, Al)",300.0,,,,,,,,,,,,10.1016/j.jmmm.2008.11.026,TRUE
Nd2/3Ca1/3MnO3,,130.0,,,,,,,,,,,10.1016/j.jmmm.2008.09.006,TRUE
(Nd0.9Y0.1)2/3Ca1/3MnO3,42.0,110.0,,,,,,,,,,,10.1016/j.jmmm.2008.09.006,TRUE
CoO/Fe,,290.0,,,,"{'a': '4.21 (MgO), 2.86 (Fe)'}",,,,,,,10.1016/j.jmmm.2010.09.037,TRUE
La0.9Ag0.1MnO3-δ,318.0,,,,,,,,,,,,10.1016/j.jmmm.2006.10.1167,TRUE
La0.9Na0.1MnO3-δ,323.0,,,,,,,,,,,,10.1016/j.jmmm.2006.10.1167,TRUE
La2/3Ca1/3MnO3,225.0,,,,,,,225,,,,,10.1016/j.jmmm.2011.11.055,TRUE
La0.7Ca0.3MnO3/La0.7Sr0.3MnO3 Superlattice,297.0,,,,,,,,,,,,10.1016/j.jmmm.2005.03.065,TRUE
InCu2/3V1/3O3,,38.0,10,,-,"{'a': '3.3564', 'c': '11.908'}",63,,,,,,10.1016/j.jmmm.2004.11.204,TRUE
2H-TaS2,865.0,,,,,"{'a': '3.34', 'b': '3.34'}",63,,,,,,10.1016/j.jmmm.2021.168988,FALSE
GaP:Mn,300.0,,,,,,,,,,,,10.1016/S0304-8853(02)01023-5,TRUE
GaN:Mn,300.0,,,,,,,,,,,,10.1016/S0304-8853(02)01023-5,TRUE
Fe-Bi2Se3,30.0,,,,,,,,3.4 μB,,,,10.1016/j.jmmm.2019.166294,FALSE
Fe-30.2%Ni,238.5,,,,,,,,,,,,10.1016/j.jmmm.2005.02.065,TRUE
Nd2/3Ca1/3MnO3,,125.0,,,,"{'a': '5.45', 'b': '7.63', 'c': '5.39'}",,,,,,,10.1016/j.jmmm.2004.12.001,TRUE
Fe/FeRh,,350.0,,2,,,,1000,,,,,10.1016/j.jmmm.2019.166258,TRUE
Nd2Fe14B + 2% Pr85Al15,584.15,,,21401,,,,16.4,,,13.8,,10.1016/j.jmmm.2023.170562,TRUE
Nd2Fe14B + 4% Pr85Al15,579.15,,,21401,,,,18.0,,,13.3,,10.1016/j.jmmm.2023.170562,TRUE
Nd2Fe14B + 2% Pr85Al15 + Tb55Pr20Cu25,587.15,,,21401,,,,26.5,,,13.3,,10.1016/j.jmmm.2023.170562,TRUE
Zn0.98Mn0.02O/C0.10,,,3.60,,,,,50-220,,0.13,,,10.1016/j.jmmm.2011.07.005,TRUE
Ho1/3Tb1/3Er1/3,45.0,90.0,,,,"{'a': '3.622', 'c': '5.760'}",63,,"mc= 2.83 μB, mab[kc = 0.19] = 3.96 μB, mab[kc = 0.37] = 3.17 μB",,,,10.1016/j.jmmm.2018.08.059,TRUE
Ho1/2Tb1/2,80.0,185.0,,,,"{'a': '3.5929', 'c': '5.6572'}",63,,,,,,10.1016/j.jmmm.2018.08.059,FALSE
Tb1/2Er1/2,,170.0,,,,"{'a': '3.5862', 'c': '5.6438'}",63,,,,,,10.1016/j.jmmm.2018.08.059,FALSE
Er1/2Ho1/2,33.0,104.0,,,,"{'a': '3.5692', 'c': '5.6026'}",63,,,,,,10.1016/j.jmmm.2018.08.059,FALSE
Mn-doped SiC,279.01,,,,,{'a': '3.095'},,,3 μB per unit cell,,,,10.1016/j.jmmm.2018.08.054,FALSE
Mn-implanted 3C-SiC,245.0,,,,,,,,,,,,10.1016/j.jmmm.2018.08.054,TRUE
Mn-implanted 6H-SiC,245.0,,,,,,,,,,,,10.1016/j.jmmm.2018.08.054,TRUE
"BaMnO3 (15R, 6H, 8H, 10H phases)",,260.0,,,,,,,,,,,10.1016/j.jmmm.2019.03.114,
BaFe12O19/Ni0.5Zn0.5Fe2O4 (70/30 wt ratio),746.15,,,,,,,,,65,,,10.1016/j.jmmm.2019.03.127,TRUE
Fe3O4/Fe3C,858.15,,,,,,,90-170,,60,,,10.1016/j.jmmm.2012.05.059,TRUE
La2-2xSr1+2xMn2O7 (x=0.475),,180.0,,,,"{'a': '3.87', 'b': '3.87', 'c': '20.1'}",,,,,,,10.1016/j.jmmm.2004.11.283,TRUE
Gd2/3Ca1/3MnO3,80.0,,,,,"{'a': '0.762 nm', 'b': '0.786 nm'}",.62,,,8035,,,10.1016/j.jmmm.2008.10.027,TRUE
Co50Ni50/Pt,523.15,,,,,,,1.1105,,3.4105,,,10.1016/j.jmmm.2005.11.022,TRUE
La2/3Ba1/3MnO3,310.0,,,,,,,,,,,,10.1016/S0304-8853(02)01430-0,TRUE
"(Pr, Nd)14.8Fe78.7B6.5 + 0.3% Al85Cu15",574.15,,,,,,,832,,,1.215,,10.1016/j.jmmm.2010.07.031,TRUE
"(Pr, Nd)14.8Fe78.7B6.5 + 0.6% Al85Cu15",574.15,,,,,,,1104,,,1.210,,10.1016/j.jmmm.2010.07.031,TRUE
"(Pr, Nd)14.8Fe78.7B6.5 + 0.9% Al85Cu15",569.15,,,,,,,1195,,,1.220,,10.1016/j.jmmm.2010.07.031,TRUE
"(Pr, Nd)14.8Fe78.7B6.5 + 1.2% Al85Cu15",569.15,,,,,,,1195,,,1.220,,10.1016/j.jmmm.2010.07.031,TRUE
Fe40Ni40(Si+B)19Mo1,533.15,,,,,,,44.51,,18.49,0.21,,10.1016/j.jmmm.2003.11.404,TRUE
Fe40Ni40(Si+B)19Mo1,533.15,,,,,,,7.98,,51.07,0.71,,10.1016/j.jmmm.2003.11.404,TRUE
Fe40Ni40(Si+B)19Mo1,533.15,,,,,,,351.6,,61.10,17.4,,10.1016/j.jmmm.2003.11.404,TRUE
Fe40Ni40(Si+B)19Mo1,533.15,,,,,,,291.8,,74.14,14.21,,10.1016/j.jmmm.2003.11.404,TRUE
Ca(Fe1/2Nb1/2)O3,,,-116,,,,,4169,3.09 μB,,0.35,,10.1016/j.jmmm.2020.166964,TRUE
"(Ni,Cu)2MnBO5",75.0,,,,,"{'a': '9.1828', 'b': '12.2766', 'c': '3.0091'}",55,,,,,,10.1016/j.jmmm.2021.168747,TRUE
SrCo0.95V0.05O3-δ,359.0,,,,224,"{'a': '7.7577', 'b': '7.7577', 'c': '15.5028'}",4,,,,,,10.1016/j.jmmm.2019.01.105,TRUE
SrCo0.9V0.1O3-δ,364.0,,,,224,"{'a': '7.7544', 'b': '7.7544', 'c': '15.5282'}",4,,,,,,10.1016/j.jmmm.2019.01.105,TRUE
"La(Fe,Mn,Si)13Hz",147.575,,,,,"{'a': '11.612 (TC1), 11.576 (TC2)'}",,,,,,,10.1016/j.jmmm.2022.169875,TRUE
"Co72(Si,B)28",503.0,,509,,,,,,2.83 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
"Co68.5Fe3.5(Si,B)28",516.0,,516,,,,,,2.88 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
"Co65.5Fe6.5(Si,B)28",552.0,,552,,,,,,2.90 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
"Co69Cr3(Si,B)28",368.0,,368,,,,,,2.55 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
"Co65.5Cr6.5(Si,B)28",263.0,,263,,,,,,1.88 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
"Co68.5Fe3.5Cr3(Si,B)28",416.0,,416,,,,,,2.57 μB,,,,10.1016/j.jmmm.2006.02.144,TRUE
(Cu/Co)60/Fe,1250.0,,,,,,,110,,170030,,,10.1016/j.jmmm.2014.04.033,TRUE
LaFe11.65Si1.35 + MgNiYHx,333.0,,,13-,,,,,,118,,,10.1016/j.jmmm.2017.10.123,TRUE
LaFe11.65Si1.35 + MgNiYHx + Sn3.0Ag0.5Cu,333.0,,,13-,,,,,,96,,,10.1016/j.jmmm.2017.10.123,TRUE
"SOD-(Al, Mn)N",788.0,,,,,"{'a': '5.37', 'c': '5.47'}",42,,4 μB per formula unit,,,,10.1016/j.jmmm.2019.166295,FALSE
"SOD-(Ga, Mn)N",633.0,,,,,"{'a': '5.60', 'c': '5.65'}",42,,4 μB per formula unit,,,,10.1016/j.jmmm.2019.166295,FALSE
Mn3[Cr(CN)6]2·12H2O,74.0,61.0,-32.87,,-,{'a': '10.8059'},-3,19.6,8.95 μB,,402,,10.1016/j.jmmm.2006.03.071,TRUE
